2515.936305,7288.285512,-1858.830138,222.574033,-916.797456,-1047.550169,-127.957684,195.880387,-60.63493,273.436423,161.368482,39.636192,-98.124568,62.449079,23.540288,31.821675,-31.183642,-68.360639,-5.851742,-17.415758,6.440975,4.147498,-23.705026,-19.985165,17.249205,3.989307,1.727282,-15.267909,1.575447,-8.620139,-7.606023,-2.082112,-0.923318,-7.83147,-0.820653,-3.122042,3.512524,5.186542,-2.442969,-1.368228,-3.856474,-4.693315,-4.375151,-5.174799,-0.670157,3.42
2454.139714,103.556679,-598.520955,462.366973,-335.328987,-1095.038558,-85.263061,100.78357,-92.923532,13.724276,-58.404963,-34.396035,-53.395533,38.06083,56.641515,10.347992,-26.65961,-34.854638,-38.618777,-15.772806,-16.09308,4.435134,-4.483871,-12.525262,15.676255,8.741195,-8.323994,-16.437391,0.160629,-9.86573,0.261861,-2.730877,-0.88026,0.587297,-1.351876,5.194352,-7.05399,7.786843,-2.567848,1.901989,-1.818009,1.174387,0.314798,-1.834345,1.063272,2.33
5609.467216,2157.838672,-2314.190682,-170.946082,13.434814,-1000.952134,-377.684223,230.026122,127.914059,50.447168,25.068772,-28.288771,53.539226,26.830208,-20.326242,49.14188,-56.874469,-9.756595,-49.876467,7.727189,-5.355953,1.143862,-30.059517,25.900142,20.760206,-6.247718,0.615343,3.262693,-8.133082,6.174497,-0.037315,-1.849219,-0.780794,4.821723,0.59522,2.394519,-4.873193,-0.648127,-0.058641,2.414594,5.977978,-6.973337,0.142927,0.145413,4.528342,3.26
3664.016902,-10135.360948,-2513.506198,-1210.826651,370.625464,339.078681,105.92173,203.945078,449.97442,45.77165,33.816933,-194.935377,-64.026786,-52.759536,85.233256,-34.622154,44.642616,-24.850726,33.611531,33.08123,25.257323,-22.147652,8.201554,-1.937739,-12.758241,35.27377,34.564961,-5.214759,-1.100924,-8.065017,14.253603,4.586387,10.921394,-4.772173,-5.347658,-5.844049,-0.564908,-6.202512,7.311372,-2.192002,1.708209,-0.91334,0.255181,3.767441,6.589483,5.31
-4537.429816,61.474415,-586.041802,633.223813,736.243819,-55.852641,-208.141954,-207.778268,93.310093,51.814536,18.649827,-38.585638,-12.924409,24.274441,1.061451,-22.896295,0.742403,25.810803,-13.701121,-8.624849,1.86248,7.869826,12.242267,6.288454,-1.002626,-19.086761,6.035769,3.673462,-1.38627,-2.480365,-6.434146,1.671489,-1.647768,-2.073578,4.049813,0.219893,2.07477,3.863877,0.367331,1.889209,-1.620242,1.263507,3.439319,0.219539,-1.755496,14.18
5295.860379,-3077.566333,3110.274997,-470.875206,-1082.026784,370.798833,-78.990446,-167.387906,318.892833,-64.005642,109.200165,-18.478247,-70.901405,8.175797,-29.427895,11.303848,4.053164,54.322216,-44.468842,-13.107829,3.53795,11.613558,1.37032,-9.312635,11.233973,-24.917494,-8.062446,-5.535614,13.912077,-7.106369,1.446797,8.006986,14.337078,-6.305998,8.241628,-6.551294,-4.07139,0.947341,2.283395,-1.279575,6.221026,1.682694,-0.713803,-3.586522,-1.295878,16.9
-2862.122002,4.693817,2702.272935,-1085.301469,241.697508,308.190232,-417.346305,394.282128,-93.478552,-314.196279,23.837482,-38.633173,17.534747,6.683147,18.398778,-61.393164,-6.302666,-24.226042,-8.589622,17.857111,-7.164514,7.470401,5.821708,-1.274605,-0.64185,-0.389448,-9.119064,-3.352167,-7.653252,13.640203,-8.809988,7.870829,-0.782104,-3.930413,-5.143015,-1.621281,1.87939,0.836425,6.552904,4.462898,-3.028401,0.301979,3.644215,-2.037982,0.73569,83.06
-4335.167668,1189.15111,2948.746003,-1032.711149,-40.73325,-476.164698,53.194304,412.398027,-634.112388,299.450708,26.138537,52.929585,-136.157788,144.334881,-39.227405,-33.67796,-130.703091,45.551407,114.84431,29.946309,-49.537896,15.930265,-22.950402,2.054144,5.91189,29.538955,16.071713,7.599738,-13.405543,6.868149,-25.817717,10.609092,-16.311663,5.692127,0.508281,2.879462,10.72935,3.006771,-1.819688,0.882794,-11.080283,1.84898,1.851381,5.364567,3.951235,4.51
-5024.631876,867.778508,-584.462581,1.436463,80.93489,-268.734232,-116.910579,-51.206383,-67.58261,-90.022651,118.305314,-18.962779,-23.720499,-42.29776,-4.817446,53.690669,-24.524331,20.148929,21.239477,3.112604,-14.488078,8.336459,2.805214,-10.033398,-6.676332,1.47709,7.734585,-1.094856,-2.212366,4.602851,-0.223745,-0.323242,0.174215,1.736489,-2.001891,3.271306,-4.026013,-2.717771,-1.299598,5.085063,-1.554935,-1.48714,0.329301,-2.035929,1.819816,74.27
-4261.268479,586.356803,2693.400962,381.507066,945.620702,-826.838527,864.909679,444.854665,-241.691358,232.661752,28.34556,15.962078,73.093531,-117.963976,-46.695388,-73.421176,22.205401,-20.445675,27.039141,-81.307561,8.146271,-10.003223,29.850051,-3.589483,21.272032,0.597667,-0.757258,-9.925436,10.883761,-3.99968,-7.977883,-1.850213,7.067296,4.819095,2.115414,9.476539,4.329563,0.554147,1.323048,-0.177328,-2.221742,-1.148911,2.620217,-0.93694,-2.782969,14.33
-5081.418657,-2737.679722,2376.734594,144.16393,424.473736,-633.982659,659.597738,480.725002,-307.255599,226.230112,-55.746293,21.029079,95.517208,-159.551859,-63.29281,-127.643293,24.840639,9.811524,43.571659,-71.291015,-14.962213,-35.037402,30.11102,-19.700227,23.93843,-8.076639,2.825532,-3.161598,26.831087,-8.450695,-8.943659,0.478066,6.063786,8.375817,3.740606,15.442372,3.339393,-1.492091,0.406821,-4.526166,-0.696772,-2.150006,2.295909,-2.253512,-2.774611,2.63
1942.02782,-2973.616683,485.40958,-953.893194,-1018.300981,-134.8667,-11.256587,33.064928,277.610887,87.289253,-20.312528,49.459131,-44.882035,-17.654405,-18.368915,40.141377,33.32392,1.891556,-49.369227,-4.395489,10.125361,23.060292,7.859188,15.079077,4.567822,6.347733,6.942093,6.003458,-8.156867,-1.235509,-3.122117,-3.945529,3.220476,-10.949262,-8.794971,3.35867,1.75321,-2.817818,-4.727299,-3.107281,3.545104,-1.248683,-2.399124,-1.717516,-2.805219,6.04
-4714.994299,878.689862,906.145826,-1235.628453,146.043327,223.141128,274.347671,120.851935,-526.039179,219.732381,-211.206887,-93.828395,-74.589286,103.295462,40.828667,-3.380894,-50.726385,42.236,49.603093,16.992006,-42.015471,16.639796,-21.308776,-6.1881,1.898118,9.240879,2.622326,8.502624,6.256957,-1.972891,-4.570387,12.160114,-5.941532,3.435127,-3.140585,-6.45035,1.151922,2.798468,6.061888,-5.382475,0.75031,-1.771636,-2.068084,2.122909,0.808214,4.44
